date,part_number,functional_id,product_line,demand,is_active
2022-04-01,BE10-1020-HQ,FID-BE-10,PL-Beta,191,1
2022-05-01,BE10-1020-HQ,FID-BE-10,PL-Beta,189,1
2022-06-01,BE10-1020-HQ,FID-BE-10,PL-Beta,202,1
2022-07-01,BE10-1020-HQ,FID-BE-10,PL-Beta,222,1
2022-08-01,BE10-1020-HQ,FID-BE-10,PL-Beta,236,1
2022-09-01,BE10-1020-HQ,FID-BE-10,PL-Beta,198,1
2022-10-01,BE10-1020-HQ,FID-BE-10,PL-Beta,206,1
2022-11-01,BE10-1020-HQ,FID-BE-10,PL-Beta,156,1
2022-12-01,BE10-1020-HQ,FID-BE-10,PL-Beta,187,1
2023-01-01,BE10-5973-PD,FID-BE-10,PL-Beta,273,1
2023-02-01,BE10-5973-PD,FID-BE-10,PL-Beta,214,1
2023-03-01,BE10-5973-PD,FID-BE-10,PL-Beta,195,1
2023-04-01,BE10-5973-PD,FID-BE-10,PL-Beta,214,1
2023-05-01,BE10-5973-PD,FID-BE-10,PL-Beta,203,1
2023-06-01,BE10-5973-PD,FID-BE-10,PL-Beta,223,1
2023-07-01,BE10-5973-PD,FID-BE-10,PL-Beta,197,1
2023-08-01,BE10-5973-PD,FID-BE-10,PL-Beta,179,1
2023-09-01,BE10-5973-PD,FID-BE-10,PL-Beta,199,1
2023-10-01,BE10-5973-PD,FID-BE-10,PL-Beta,106,1
2023-11-01,BE10-5973-PD,FID-BE-10,PL-Beta,200,1
2023-12-01,BE10-5973-PD,FID-BE-10,PL-Beta,86,1
2024-01-01,BE10-5973-PD,FID-BE-10,PL-Beta,196,1
2024-02-01,BE10-5973-PD,FID-BE-10,PL-Beta,202,1
2024-03-01,BE10-5973-PD,FID-BE-10,PL-Beta,203,1
2024-04-01,BE10-5973-PD,FID-BE-10,PL-Beta,156,1
2024-05-01,BE10-5973-PD,FID-BE-10,PL-Beta,169,1
2024-06-01,BE10-5973-PD,FID-BE-10,PL-Beta,228,1
2024-07-01,BE10-5973-PD,FID-BE-10,PL-Beta,175,1
2024-08-01,BE10-5973-PD,FID-BE-10,PL-Beta,253,1
2024-09-01,BE10-5973-PD,FID-BE-10,PL-Beta,189,1
2024-10-01,BE10-5973-PD,FID-BE-10,PL-Beta,201,1
2024-11-01,BE10-5973-PD,FID-BE-10,PL-Beta,235,1
2024-12-01,BE10-5973-PD,FID-BE-10,PL-Beta,193,1
2022-01-01,BE11-2181-TO,FID-BE-11,PL-Beta,74,1
2022-02-01,BE11-2181-TO,FID-BE-11,PL-Beta,62,1
2022-03-01,BE11-2181-TO,FID-BE-11,PL-Beta,65,1
2022-04-01,BE11-2181-TO,FID-BE-11,PL-Beta,69,1
2022-05-01,BE11-2181-TO,FID-BE-11,PL-Beta,54,1
2022-06-01,BE11-2181-TO,FID-BE-11,PL-Beta,53,1
2022-07-01,BE11-2181-TO,FID-BE-11,PL-Beta,73,1
2022-08-01,BE11-2181-TO,FID-BE-11,PL-Beta,59,1
2022-09-01,BE11-2181-TO,FID-BE-11,PL-Beta,50,1
2022-10-01,BE11-2181-TO,FID-BE-11,PL-Beta,67,1
2022-11-01,BE11-2181-TO,FID-BE-11,PL-Beta,67,1
2022-12-01,BE11-2181-TO,FID-BE-11,PL-Beta,49,1
2023-01-01,BE11-2181-TO,FID-BE-11,PL-Beta,84,1
2023-02-01,BE11-2181-TO,FID-BE-11,PL-Beta,70,1
2023-03-01,BE11-2181-TO,FID-BE-11,PL-Beta,67,1
2023-04-01,BE11-2181-TO,FID-BE-11,PL-Beta,69,1
2023-05-01,BE11-2181-TO,FID-BE-11,PL-Beta,50,1
2023-06-01,BE11-2181-TO,FID-BE-11,PL-Beta,66,1
2023-07-01,BE11-2181-TO,FID-BE-11,PL-Beta,60,1
2023-08-01,BE11-2181-TO,FID-BE-11,PL-Beta,58,1
2023-09-01,BE11-2181-TO,FID-BE-11,PL-Beta,71,1
2023-10-01,BE11-2181-TO,FID-BE-11,PL-Beta,77,1
2023-11-01,BE11-6899-UN,FID-BE-11,PL-Beta,80,1
2023-12-01,BE11-6899-UN,FID-BE-11,PL-Beta,75,1
2024-01-01,BE11-6899-UN,FID-BE-11,PL-Beta,76,1
2024-02-01,BE11-6899-UN,FID-BE-11,PL-Beta,66,1
2024-03-01,BE11-6899-UN,FID-BE-11,PL-Beta,70,1
2024-04-01,BE11-6899-UN,FID-BE-11,PL-Beta,64,1
2024-05-01,BE11-6899-UN,FID-BE-11,PL-Beta,64,1
2024-06-01,BE11-6899-UN,FID-BE-11,PL-Beta,71,1
2024-07-01,BE11-6899-UN,FID-BE-11,PL-Beta,62,1
2024-08-01,BE11-6899-UN,FID-BE-11,PL-Beta,56,1
2024-09-01,BE11-6899-UN,FID-BE-11,PL-Beta,59,1
2024-10-01,BE11-6899-UN,FID-BE-11,PL-Beta,69,1
2024-11-01,BE11-6899-UN,FID-BE-11,PL-Beta,63,1
2024-12-01,BE11-6899-UN,FID-BE-11,PL-Beta,66,1
2022-01-01,BE12-9802-AI,FID-BE-12,PL-Beta,138,1
2022-02-01,BE12-9802-AI,FID-BE-12,PL-Beta,115,1
2022-03-01,BE12-9802-AI,FID-BE-12,PL-Beta,115,1
2022-04-01,BE12-9802-AI,FID-BE-12,PL-Beta,137,1
2022-05-01,BE12-9802-AI,FID-BE-12,PL-Beta,130,1
2022-06-01,BE12-9802-AI,FID-BE-12,PL-Beta,129,1
2022-07-01,BE12-9802-AI,FID-BE-12,PL-Beta,149,1
2022-08-01,BE12-9802-AI,FID-BE-12,PL-Beta,143,1
2022-09-01,BE12-9802-AI,FID-BE-12,PL-Beta,142,1
2022-10-01,BE12-9802-AI,FID-BE-12,PL-Beta,144,1
2022-11-01,BE12-9802-AI,FID-BE-12,PL-Beta,149,1
2022-12-01,BE12-9802-AI,FID-BE-12,PL-Beta,93,1
2023-01-01,BE12-9802-AI,FID-BE-12,PL-Beta,161,1
2023-02-01,BE12-9802-AI,FID-BE-12,PL-Beta,92,1
2023-03-01,BE12-9802-AI,FID-BE-12,PL-Beta,137,1
2023-04-01,BE12-9802-AI,FID-BE-12,PL-Beta,136,1
2023-05-01,BE12-9802-AI,FID-BE-12,PL-Beta,157,1
2023-06-01,BE12-9802-AI,FID-BE-12,PL-Beta,160,1
2023-07-01,BE12-9802-AI,FID-BE-12,PL-Beta,140,1
2023-08-01,BE12-9802-AI,FID-BE-12,PL-Beta,126,1
2023-09-01,BE12-9802-AI,FID-BE-12,PL-Beta,146,1
2023-10-01,BE12-9802-AI,FID-BE-12,PL-Beta,125,1
2023-11-01,BE12-9802-AI,FID-BE-12,PL-Beta,136,1
2023-12-01,BE12-9802-AI,FID-BE-12,PL-Beta,156,1
2024-01-01,BE12-9802-AI,FID-BE-12,PL-Beta,173,1
2024-02-01,BE12-9802-AI,FID-BE-12,PL-Beta,152,1
2024-03-01,BE12-9802-AI,FID-BE-12,PL-Beta,150,1
2024-04-01,BE12-9802-AI,FID-BE-12,PL-Beta,117,1
2024-05-01,BE12-9802-AI,FID-BE-12,PL-Beta,156,1
2024-06-01,BE12-9802-AI,FID-BE-12,PL-Beta,150,1
2024-07-01,BE12-1188-AY,FID-BE-12,PL-Beta,138,1
2024-08-01,BE12-1188-AY,FID-BE-12,PL-Beta,120,1
2024-09-01,BE12-1188-AY,FID-BE-12,PL-Beta,118,1
2024-10-01,BE12-1188-AY,FID-BE-12,PL-Beta,125,1
2024-11-01,BE12-1188-AY,FID-BE-12,PL-Beta,147,1
2024-12-01,BE12-1188-AY,FID-BE-12,PL-Beta,117,1
2022-01-01,DE01-4534-GY,FID-DE-01,PL-Delta,222,1
2022-02-01,DE01-4534-GY,FID-DE-01,PL-Delta,133,1
2022-03-01,DE01-4534-GY,FID-DE-01,PL-Delta,145,1
2022-04-01,DE01-4534-GY,FID-DE-01,PL-Delta,124,1
2022-05-01,DE01-4534-GY,FID-DE-01,PL-Delta,123,1
2022-06-01,DE01-4534-GY,FID-DE-01,PL-Delta,152,1
2022-07-01,DE01-4534-GY,FID-DE-01,PL-Delta,139,1
2022-08-01,DE01-4534-GY,FID-DE-01,PL-Delta,165,1
2022-09-01,DE01-4534-GY,FID-DE-01,PL-Delta,167,1
2022-10-01,DE01-9255-LW,FID-DE-01,PL-Delta,164,1
2022-11-01,DE01-9255-LW,FID-DE-01,PL-Delta,162,1
2022-12-01,DE01-9255-LW,FID-DE-01,PL-Delta,193,1
2023-01-01,DE01-9255-LW,FID-DE-01,PL-Delta,186,1
2023-02-01,DE01-9255-LW,FID-DE-01,PL-Delta,155,1
2023-03-01,DE01-9255-LW,FID-DE-01,PL-Delta,183,1
2023-04-01,DE01-9255-LW,FID-DE-01,PL-Delta,186,1
2023-05-01,DE01-9255-LW,FID-DE-01,PL-Delta,123,1
2023-06-01,DE01-9255-LW,FID-DE-01,PL-Delta,149,1
2023-07-01,DE01-9255-LW,FID-DE-01,PL-Delta,188,1
2023-08-01,DE01-9255-LW,FID-DE-01,PL-Delta,168,1
2023-09-01,DE01-9255-LW,FID-DE-01,PL-Delta,161,1
2023-10-01,DE01-9255-LW,FID-DE-01,PL-Delta,151,1
2023-11-01,DE01-9255-LW,FID-DE-01,PL-Delta,147,1
2023-12-01,DE01-9255-LW,FID-DE-01,PL-Delta,163,1
2024-01-01,DE01-9255-LW,FID-DE-01,PL-Delta,193,1
2024-02-01,DE01-9255-LW,FID-DE-01,PL-Delta,155,1
2024-03-01,DE01-9255-LW,FID-DE-01,PL-Delta,158,1
2024-04-01,DE01-9255-LW,FID-DE-01,PL-Delta,140,1
2024-05-01,DE01-9255-LW,FID-DE-01,PL-Delta,168,1
2024-06-01,DE01-9255-LW,FID-DE-01,PL-Delta,224,1
2024-07-01,DE01-9255-LW,FID-DE-01,PL-Delta,114,1
2024-08-01,DE01-9255-LW,FID-DE-01,PL-Delta,164,1
2024-09-01,DE01-9255-LW,FID-DE-01,PL-Delta,138,1
2024-10-01,DE01-9255-LW,FID-DE-01,PL-Delta,170,1
2024-11-01,DE01-9255-LW,FID-DE-01,PL-Delta,157,1
2024-12-01,DE01-9255-LW,FID-DE-01,PL-Delta,174,1
2022-01-01,DE02-3556-OB,FID-DE-02,PL-Delta,183,1
2022-02-01,DE02-3556-OB,FID-DE-02,PL-Delta,151,1
2022-03-01,DE02-3556-OB,FID-DE-02,PL-Delta,176,1
2022-04-01,DE02-3556-OB,FID-DE-02,PL-Delta,172,1
2022-05-01,DE02-3556-OB,FID-DE-02,PL-Delta,179,1
2022-06-01,DE02-3556-OB,FID-DE-02,PL-Delta,200,1
2022-07-01,DE02-3556-OB,FID-DE-02,PL-Delta,126,1
2022-08-01,DE02-3556-OB,FID-DE-02,PL-Delta,197,1
2022-09-01,DE02-3556-OB,FID-DE-02,PL-Delta,172,1
2022-10-01,DE02-3556-OB,FID-DE-02,PL-Delta,167,1
2022-11-01,DE02-3556-OB,FID-DE-02,PL-Delta,134,1
2022-12-01,DE02-3556-OB,FID-DE-02,PL-Delta,185,1
2023-01-01,DE02-3556-OB,FID-DE-02,PL-Delta,146,1
2023-02-01,DE02-3556-OB,FID-DE-02,PL-Delta,189,1
2023-03-01,DE02-3556-OB,FID-DE-02,PL-Delta,134,1
2023-04-01,DE02-5648-ZV,FID-DE-02,PL-Delta,173,1
2023-05-01,DE02-5648-ZV,FID-DE-02,PL-Delta,169,1
2023-06-01,DE02-5648-ZV,FID-DE-02,PL-Delta,202,1
2023-07-01,DE02-5648-ZV,FID-DE-02,PL-Delta,167,1
2023-08-01,DE02-5648-ZV,FID-DE-02,PL-Delta,154,1
2023-09-01,DE02-5648-ZV,FID-DE-02,PL-Delta,159,1
2023-10-01,DE02-8089-ZY,FID-DE-02,PL-Delta,205,1
2023-11-01,DE02-8089-ZY,FID-DE-02,PL-Delta,186,1
2023-12-01,DE02-8089-ZY,FID-DE-02,PL-Delta,162,1
2024-01-01,DE02-8089-ZY,FID-DE-02,PL-Delta,230,1
2024-02-01,DE02-8089-ZY,FID-DE-02,PL-Delta,132,1
2024-03-01,DE02-8089-ZY,FID-DE-02,PL-Delta,182,1
2024-04-01,DE02-8089-ZY,FID-DE-02,PL-Delta,127,1
2024-05-01,DE02-8089-ZY,FID-DE-02,PL-Delta,191,1
2024-06-01,DE02-8089-ZY,FID-DE-02,PL-Delta,175,1
2024-07-01,DE02-8089-ZY,FID-DE-02,PL-Delta,234,1
2024-08-01,DE02-8089-ZY,FID-DE-02,PL-Delta,144,1
2024-09-01,DE02-8089-ZY,FID-DE-02,PL-Delta,169,1
2024-10-01,DE02-8089-ZY,FID-DE-02,PL-Delta,218,1
2024-11-01,DE02-8089-ZY,FID-DE-02,PL-Delta,203,1
2024-12-01,DE02-8089-ZY,FID-DE-02,PL-Delta,154,1
2022-01-01,DE03-9741-WE,FID-DE-03,PL-Delta,143,1
2022-02-01,DE03-9741-WE,FID-DE-03,PL-Delta,146,1
2022-03-01,DE03-9741-WE,FID-DE-03,PL-Delta,135,1
2022-04-01,DE03-9741-WE,FID-DE-03,PL-Delta,115,1
2022-05-01,DE03-9741-WE,FID-DE-03,PL-Delta,125,1
2022-06-01,DE03-9741-WE,FID-DE-03,PL-Delta,103,1
2022-07-01,DE03-9741-WE,FID-DE-03,PL-Delta,113,1
2022-08-01,DE03-9741-WE,FID-DE-03,PL-Delta,123,1
2022-09-01,DE03-9741-WE,FID-DE-03,PL-Delta,157,1
2022-10-01,DE03-9741-WE,FID-DE-03,PL-Delta,123,1
2022-11-01,DE03-9741-WE,FID-DE-03,PL-Delta,148,1
2022-12-01,DE03-9741-WE,FID-DE-03,PL-Delta,127,1
2023-01-01,DE03-9741-WE,FID-DE-03,PL-Delta,175,1
2023-02-01,DE03-6206-MF,FID-DE-03,PL-Delta,136,1
2023-03-01,DE03-6206-MF,FID-DE-03,PL-Delta,157,1
2023-04-01,DE03-6206-MF,FID-DE-03,PL-Delta,131,1
2023-05-01,DE03-6206-MF,FID-DE-03,PL-Delta,112,1
2023-06-01,DE03-6206-MF,FID-DE-03,PL-Delta,117,1
2023-07-01,DE03-6206-MF,FID-DE-03,PL-Delta,134,1
2023-08-01,DE03-6206-MF,FID-DE-03,PL-Delta,121,1
2023-09-01,DE03-6206-MF,FID-DE-03,PL-Delta,154,1
2023-10-01,DE03-6206-MF,FID-DE-03,PL-Delta,138,1
2023-11-01,DE03-6206-MF,FID-DE-03,PL-Delta,193,1
2023-12-01,DE03-6206-MF,FID-DE-03,PL-Delta,116,1
2024-01-01,DE03-6206-MF,FID-DE-03,PL-Delta,198,1
2024-02-01,DE03-6206-MF,FID-DE-03,PL-Delta,130,1
2024-03-01,DE03-6206-MF,FID-DE-03,PL-Delta,143,1
2024-04-01,DE03-6206-MF,FID-DE-03,PL-Delta,156,1
2024-05-01,DE03-6206-MF,FID-DE-03,PL-Delta,110,1
2024-06-01,DE03-6206-MF,FID-DE-03,PL-Delta,159,1
2024-07-01,DE03-6206-MF,FID-DE-03,PL-Delta,192,1
2024-08-01,DE03-6206-MF,FID-DE-03,PL-Delta,148,1
2024-09-01,DE03-6206-MF,FID-DE-03,PL-Delta,163,1
2024-10-01,DE03-6206-MF,FID-DE-03,PL-Delta,178,1
2024-11-01,DE03-6206-MF,FID-DE-03,PL-Delta,157,1
2024-12-01,DE03-6206-MF,FID-DE-03,PL-Delta,150,1
2022-01-01,DE04-6596-KB,FID-DE-04,PL-Delta,53,1
2022-02-01,DE04-6596-KB,FID-DE-04,PL-Delta,29,1
2022-03-01,DE04-6596-KB,FID-DE-04,PL-Delta,42,1
2022-04-01,DE04-6596-KB,FID-DE-04,PL-Delta,28,1
2022-05-01,DE04-6596-KB,FID-DE-04,PL-Delta,32,1
2022-06-01,DE04-6596-KB,FID-DE-04,PL-Delta,46,1
2022-07-01,DE04-6596-KB,FID-DE-04,PL-Delta,42,1
2022-08-01,DE04-6596-KB,FID-DE-04,PL-Delta,37,1
2022-09-01,DE04-6596-KB,FID-DE-04,PL-Delta,31,1
2022-10-01,DE04-6596-KB,FID-DE-04,PL-Delta,33,1
2022-11-01,DE04-5006-JZ,FID-DE-04,PL-Delta,36,1
2022-12-01,DE04-5006-JZ,FID-DE-04,PL-Delta,36,1
2023-01-01,DE04-5006-JZ,FID-DE-04,PL-Delta,49,1
2023-02-01,DE04-5006-JZ,FID-DE-04,PL-Delta,36,1
2023-03-01,DE04-5006-JZ,FID-DE-04,PL-Delta,35,1
2023-04-01,DE04-5006-JZ,FID-DE-04,PL-Delta,28,1
2023-05-01,DE04-5006-JZ,FID-DE-04,PL-Delta,33,1
2023-06-01,DE04-5006-JZ,FID-DE-04,PL-Delta,41,1
2023-07-01,DE04-5006-JZ,FID-DE-04,PL-Delta,29,1
2023-08-01,DE04-5006-JZ,FID-DE-04,PL-Delta,35,1
2023-09-01,DE04-5006-JZ,FID-DE-04,PL-Delta,32,1
2023-10-01,DE04-5006-JZ,FID-DE-04,PL-Delta,37,1
2023-11-01,DE04-5006-JZ,FID-DE-04,PL-Delta,34,1
2023-12-01,DE04-5006-JZ,FID-DE-04,PL-Delta,44,1
2024-01-01,DE04-5006-JZ,FID-DE-04,PL-Delta,48,1
2024-02-01,DE04-5006-JZ,FID-DE-04,PL-Delta,29,1
2024-03-01,DE04-5006-JZ,FID-DE-04,PL-Delta,40,1
2024-04-01,DE04-5006-JZ,FID-DE-04,PL-Delta,32,1
2024-05-01,DE04-5006-JZ,FID-DE-04,PL-Delta,33,1
2024-06-01,DE04-5006-JZ,FID-DE-04,PL-Delta,38,1
2024-07-01,DE04-5006-JZ,FID-DE-04,PL-Delta,33,1
2024-08-01,DE04-5006-JZ,FID-DE-04,PL-Delta,41,1
2024-09-01,DE04-5006-JZ,FID-DE-04,PL-Delta,32,1
2024-10-01,DE04-5006-JZ,FID-DE-04,PL-Delta,33,1
2024-11-01,DE04-5006-JZ,FID-DE-04,PL-Delta,32,1
2024-12-01,DE04-5006-JZ,FID-DE-04,PL-Delta,33,1
2022-01-01,DE05-9700-GU,FID-DE-05,PL-Delta,44,1
2022-02-01,DE05-9700-GU,FID-DE-05,PL-Delta,33,1
2022-03-01,DE05-9700-GU,FID-DE-05,PL-Delta,34,1
2022-04-01,DE05-9700-GU,FID-DE-05,PL-Delta,40,1
2022-05-01,DE05-9700-GU,FID-DE-05,PL-Delta,34,1
2022-06-01,DE05-9700-GU,FID-DE-05,PL-Delta,46,1
2022-07-01,DE05-9700-GU,FID-DE-05,PL-Delta,37,1
2022-08-01,DE05-9700-GU,FID-DE-05,PL-Delta,59,1
2022-09-01,DE05-9700-GU,FID-DE-05,PL-Delta,40,1
2022-10-01,DE05-9700-GU,FID-DE-05,PL-Delta,44,1
2022-11-01,DE05-9700-GU,FID-DE-05,PL-Delta,36,1
2022-12-01,DE05-9700-GU,FID-DE-05,PL-Delta,54,1
2023-01-01,DE05-9700-GU,FID-DE-05,PL-Delta,65,1
2023-02-01,DE05-9700-GU,FID-DE-05,PL-Delta,47,1
2023-03-01,DE05-9700-GU,FID-DE-05,PL-Delta,38,1
2023-04-01,DE05-9700-GU,FID-DE-05,PL-Delta,48,1
2023-05-01,DE05-9700-GU,FID-DE-05,PL-Delta,40,1
2023-06-01,DE05-9700-GU,FID-DE-05,PL-Delta,56,1
2023-07-01,DE05-9700-GU,FID-DE-05,PL-Delta,53,1
2023-08-01,DE05-9700-GU,FID-DE-05,PL-Delta,49,1
2023-09-01,DE05-9700-GU,FID-DE-05,PL-Delta,35,1
2023-10-01,DE05-9700-GU,FID-DE-05,PL-Delta,44,1
2023-11-01,DE05-9700-GU,FID-DE-05,PL-Delta,54,1
2023-12-01,DE05-9700-GU,FID-DE-05,PL-Delta,58,1
2024-01-01,DE05-9700-GU,FID-DE-05,PL-Delta,71,1
2024-02-01,DE05-9700-GU,FID-DE-05,PL-Delta,42,1
2024-03-01,DE05-9700-GU,FID-DE-05,PL-Delta,54,1
2024-04-01,DE05-9700-GU,FID-DE-05,PL-Delta,58,1
2024-05-01,DE05-9700-GU,FID-DE-05,PL-Delta,43,1
2024-06-01,DE05-9700-GU,FID-DE-05,PL-Delta,53,1
2024-07-01,DE05-2506-LK,FID-DE-05,PL-Delta,56,1
2024-08-01,DE05-2506-LK,FID-DE-05,PL-Delta,53,1
2024-09-01,DE05-2506-LK,FID-DE-05,PL-Delta,44,1
2024-10-01,DE05-2506-LK,FID-DE-05,PL-Delta,54,1
2024-11-01,DE05-2506-LK,FID-DE-05,PL-Delta,54,1
2024-12-01,DE05-2506-LK,FID-DE-05,PL-Delta,56,1
2022-01-01,DE06-2144-YZ,FID-DE-06,PL-Delta,134,1
2022-02-01,DE06-2144-YZ,FID-DE-06,PL-Delta,138,1
2022-03-01,DE06-2144-YZ,FID-DE-06,PL-Delta,129,1
2022-04-01,DE06-2144-YZ,FID-DE-06,PL-Delta,130,1
2022-05-01,DE06-2144-YZ,FID-DE-06,PL-Delta,148,1
2022-06-01,DE06-2144-YZ,FID-DE-06,PL-Delta,91,1
2022-07-01,DE06-2144-YZ,FID-DE-06,PL-Delta,91,1
2022-08-01,DE06-2144-YZ,FID-DE-06,PL-Delta,134,1
2022-09-01,DE06-2144-YZ,FID-DE-06,PL-Delta,129,1
2022-10-01,DE06-2144-YZ,FID-DE-06,PL-Delta,132,1
2022-11-01,DE06-2144-YZ,FID-DE-06,PL-Delta,120,1
2022-12-01,DE06-2144-YZ,FID-DE-06,PL-Delta,142,1
2023-01-01,DE06-2144-YZ,FID-DE-06,PL-Delta,183,1
2023-02-01,DE06-2144-YZ,FID-DE-06,PL-Delta,138,1
2023-03-01,DE06-2144-YZ,FID-DE-06,PL-Delta,124,1
2023-04-01,DE06-2144-YZ,FID-DE-06,PL-Delta,88,1
2023-05-01,DE06-2144-YZ,FID-DE-06,PL-Delta,144,1
2023-06-01,DE06-2144-YZ,FID-DE-06,PL-Delta,153,1
2023-07-01,DE06-4870-OS,FID-DE-06,PL-Delta,141,1
2023-08-01,DE06-4870-OS,FID-DE-06,PL-Delta,112,1
2023-09-01,DE06-4870-OS,FID-DE-06,PL-Delta,142,1
2023-10-01,DE06-4870-OS,FID-DE-06,PL-Delta,146,1
2023-11-01,DE06-4870-OS,FID-DE-06,PL-Delta,159,1
2023-12-01,DE06-4870-OS,FID-DE-06,PL-Delta,112,1
2024-01-01,DE06-4870-OS,FID-DE-06,PL-Delta,170,1
2024-02-01,DE06-4870-OS,FID-DE-06,PL-Delta,143,1
2024-03-01,DE06-4870-OS,FID-DE-06,PL-Delta,130,1
2024-04-01,DE06-4870-OS,FID-DE-06,PL-Delta,107,1
2024-05-01,DE06-4870-OS,FID-DE-06,PL-Delta,137,1
2024-06-01,DE06-4870-OS,FID-DE-06,PL-Delta,140,1
2024-07-01,DE06-4870-OS,FID-DE-06,PL-Delta,131,1
2024-08-01,DE06-4870-OS,FID-DE-06,PL-Delta,133,1
2024-09-01,DE06-4870-OS,FID-DE-06,PL-Delta,124,1
2024-10-01,DE06-4870-OS,FID-DE-06,PL-Delta,158,1
2024-11-01,DE06-4870-OS,FID-DE-06,PL-Delta,112,1
2024-12-01,DE06-4870-OS,FID-DE-06,PL-Delta,118,1
2022-01-01,DE07-5892-EH,FID-DE-07,PL-Delta,124,1
2022-02-01,DE07-5892-EH,FID-DE-07,PL-Delta,106,1
2022-03-01,DE07-5892-EH,FID-DE-07,PL-Delta,124,1
2022-04-01,DE07-5892-EH,FID-DE-07,PL-Delta,103,1
2022-05-01,DE07-6795-ZP,FID-DE-07,PL-Delta,119,1
2022-06-01,DE07-6795-ZP,FID-DE-07,PL-Delta,111,1
2022-07-01,DE07-6795-ZP,FID-DE-07,PL-Delta,128,1
2022-08-01,DE07-6795-ZP,FID-DE-07,PL-Delta,126,1
2022-09-01,DE07-6795-ZP,FID-DE-07,PL-Delta,107,1
2022-10-01,DE07-6795-ZP,FID-DE-07,PL-Delta,117,1
2022-11-01,DE07-6795-ZP,FID-DE-07,PL-Delta,138,1
2022-12-01,DE07-6795-ZP,FID-DE-07,PL-Delta,129,1
2023-01-01,DE07-6795-ZP,FID-DE-07,PL-Delta,127,1
2023-02-01,DE07-3228-OT,FID-DE-07,PL-Delta,135,1
2023-03-01,DE07-3228-OT,FID-DE-07,PL-Delta,107,1
2023-04-01,DE07-3228-OT,FID-DE-07,PL-Delta,150,1
2023-05-01,DE07-3228-OT,FID-DE-07,PL-Delta,144,1
2023-06-01,DE07-3228-OT,FID-DE-07,PL-Delta,133,1
2023-07-01,DE07-3228-OT,FID-DE-07,PL-Delta,132,1
2023-08-01,DE07-3228-OT,FID-DE-07,PL-Delta,127,1
2023-09-01,DE07-3228-OT,FID-DE-07,PL-Delta,142,1
2023-10-01,DE07-3228-OT,FID-DE-07,PL-Delta,126,1
2023-11-01,DE07-3228-OT,FID-DE-07,PL-Delta,137,1
2023-12-01,DE07-3228-OT,FID-DE-07,PL-Delta,149,1
2024-01-01,DE07-3228-OT,FID-DE-07,PL-Delta,165,1
2024-02-01,DE07-3228-OT,FID-DE-07,PL-Delta,126,1
2024-03-01,DE07-3228-OT,FID-DE-07,PL-Delta,117,1
2024-04-01,DE07-3228-OT,FID-DE-07,PL-Delta,120,1
2024-05-01,DE07-3228-OT,FID-DE-07,PL-Delta,109,1
2024-06-01,DE07-3228-OT,FID-DE-07,PL-Delta,152,1
2024-07-01,DE07-3228-OT,FID-DE-07,PL-Delta,171,1
2024-08-01,DE07-3228-OT,FID-DE-07,PL-Delta,166,1
2024-09-01,DE07-3228-OT,FID-DE-07,PL-Delta,116,1
2024-10-01,DE07-3228-OT,FID-DE-07,PL-Delta,156,1
2024-11-01,DE07-3228-OT,FID-DE-07,PL-Delta,169,1
2024-12-01,DE07-3228-OT,FID-DE-07,PL-Delta,138,1
2022-01-01,DE08-2975-BP,FID-DE-08,PL-Delta,185,1
2022-02-01,DE08-2975-BP,FID-DE-08,PL-Delta,107,1
2022-03-01,DE08-2975-BP,FID-DE-08,PL-Delta,153,1
2022-04-01,DE08-2975-BP,FID-DE-08,PL-Delta,146,1
2022-05-01,DE08-7553-NW,FID-DE-08,PL-Delta,123,1
2022-06-01,DE08-7553-NW,FID-DE-08,PL-Delta,171,1
2022-07-01,DE08-7553-NW,FID-DE-08,PL-Delta,150,1
2022-08-01,DE08-7553-NW,FID-DE-08,PL-Delta,136,1
2022-09-01,DE08-7553-NW,FID-DE-08,PL-Delta,149,1
2022-10-01,DE08-7553-NW,FID-DE-08,PL-Delta,188,1
2022-11-01,DE08-7553-NW,FID-DE-08,PL-Delta,177,1
2022-12-01,DE08-7553-NW,FID-DE-08,PL-Delta,160,1
2023-01-01,DE08-7553-NW,FID-DE-08,PL-Delta,214,1
2023-02-01,DE08-5174-EY,FID-DE-08,PL-Delta,137,1
2023-03-01,DE08-5174-EY,FID-DE-08,PL-Delta,166,1
2023-04-01,DE08-5174-EY,FID-DE-08,PL-Delta,169,1
2023-05-01,DE08-5174-EY,FID-DE-08,PL-Delta,155,1
2023-06-01,DE08-5174-EY,FID-DE-08,PL-Delta,177,1
2023-07-01,DE08-5174-EY,FID-DE-08,PL-Delta,149,1
2023-08-01,DE08-5174-EY,FID-DE-08,PL-Delta,180,1
2023-09-01,DE08-5174-EY,FID-DE-08,PL-Delta,181,1
2023-10-01,DE08-5174-EY,FID-DE-08,PL-Delta,99,1
2023-11-01,DE08-5174-EY,FID-DE-08,PL-Delta,197,1
2023-12-01,DE08-5174-EY,FID-DE-08,PL-Delta,97,1
2024-01-01,DE08-5174-EY,FID-DE-08,PL-Delta,202,1
2024-02-01,DE08-5174-EY,FID-DE-08,PL-Delta,195,1
2024-03-01,DE08-5174-EY,FID-DE-08,PL-Delta,163,1
2024-04-01,DE08-5174-EY,FID-DE-08,PL-Delta,137,1
